Amount,Status,FamilyStatus,Duration,Interest,Installment
22500,Commercial associate,Married,12,0.1071,244.52
22500,Commercial associate,Married,27,0.1008,161.53
22500,Commercial associate,Married,12,0.1197,249
22500,Commercial associate,Married,15,0.1128,368.17
30600,State servant,Married,12,945,184.06
30600,State servant,Married,6,0.1229,75
30600,State servant,Married,36,8,175.49
16650,Pensioner,Married,27,0.1071,192.35
16650,Pensioner,Married,18,0.1166,52.89
16650,Pensioner,Married,21,0.1261,251.3
13500,Pensioner,Married,48,832,125.94
13500,Pensioner,Married,6,737,31.???
13500,Pensioner,Married,12,0.1166,247.9
13500,Pensioner,Married,36,8,235.03
13500,Pensioner,Married,18,0.1229,250.15
20250,Pensioner,Widow,6,0.1103,245.65
20250,Pensioner,Widow,10,976,64.31
20250,Pensioner,Widow,36,832,236.14
20250,Pensioner,Widow,24,832,191.27
20250,Pensioner,Widow,24,0.1197,66.4
6750,State servant,Married,12,0.1229,106
18000,Working,Singlenot married,9,0.1261,201.04
31500,Working,Married,12,832,220.39
31500,Working,Married,24,0.1134,230.3
31500,Working,Married,6,0.1261,134.03
31500,Working,Married,24,832,236.14
31500,Working,Married,18,0.1286,252.2
20250,Working,Married,15,0.1229,53
27000,Working,Married,10,0.1287,504.5
27000,Working,Married,36,0.1229,183.45
27000,Working,Married,6,945,248
27000,Working,Married,18,0.1355,232.63
27000,Working,Married,11,976,241.16
27000,Working,Married,24,863,237.21
27000,Working,Married,24,0.1039,48.68
27000,Working,Married,15,0.1324,253.58
27000,Working,Married,12,0.1103,163.77
27000,Working,Married,24,0.1008,232.6
27000,Working,Married,8,945,96.03
11250,Pensioner,Married,21,0.1008,96.92
11250,Pensioner,Married,30,0.1324,253.58
11250,Pensioner,Married,12,832,157.43
11250,Pensioner,Married,6,0.1166,135.52
11250,Pensioner,Married,12,0.1039,64.91
11250,Pensioner,Married,21,0.1166,175.18
11250,Pensioner,Married,36,0.1103,147.39
11250,Pensioner,Married,36,0.1103,245.65
11250,Pensioner,Married,21,976,192.93
11250,Pensioner,Married,24,0.1387,221.75
15750,Working,Married,18,97,176.7
15750,Working,Married,15,8,94.01
15750,Working,Married,9,8,219.36
15750,Working,Married,16,832,236.14
15750,Working,Married,12,768,154.39
15750,Working,Married,18,0.1134,246.75
15750,Working,Married,24,0.1001,193.64
15750,Working,Married,48,0.1538,243.97
20250,Commercial associate,Married,27,0.1191,159.23
20250,Commercial associate,Married,6,0.1222,249.9
25200,Working,Married,45,0.1222,49.98
25200,Working,Married,9,0.1001,71
25200,Working,Married,6,0.1191,185.76
25200,Working,Married,12,8,219.36
25200,Working,Married,24,0.1222,99.96
13500,State servant,Married,18,0.1128,246.54
13500,State servant,Married,9,0.1128,164.36
13500,State servant,Married,12,0.1254,133.9
13500,Commercial associate,Married,27,0.1128,32.88
13500,Commercial associate,Married,12,0.1191,215.62
13500,Commercial associate,Married,12,8,219.36
9000,Working,Married,30,0.1159,224.53
22500,Commercial associate,Civil marriage,12,0.138,255.61
22500,Commercial associate,Civil marriage,12,0.1159,247.65
22500,Commercial associate,Civil marriage,24,0.1286,168.14
22500,Commercial associate,Civil marriage,12,0.1096,261.76
22500,Commercial associate,Civil marriage,9,863,205.59
24750,Working,Singlenot married,36,97,48.19
24750,Working,Singlenot married,27,976,241.16
24750,Working,Singlenot married,30,0.1064,182.39
24750,Working,Singlenot married,36,863,237.21
24750,Working,Singlenot married,6,0.1349,407.17
24750,Working,Singlenot married,18,97,96.38
24750,Working,Singlenot married,36,8,72.08
24750,Working,Singlenot married,24,0.1222,83.3
7650,Commercial associate,Married,10,97,248.99
7650,Commercial associate,Married,12,0.1096,196.32
7650,Commercial associate,Married,12,0.1254,92.06
12600,Pensioner,Married,12,0.1191,66.35
12600,Pensioner,Married,24,0.1286,504.4
36000,Working,Married,15,0.1222,376.52
13500,Pensioner,Singlenot married,36,8,37.61
13500,Pensioner,Singlenot married,48,0.1064,328.95
13500,Working,Married,12,0.1033,325.85
13500,Working,Married,9,0.1071,195.61
13500,Working,Married,24,0.157,297.58
13500,Working,Married,36,0.1096,472.81
13500,Working,Married,9,0.1317,251.64
13500,Working,Married,12,0.1033,181.57
13500,Working,Married,18,0.1317,216.17
13500,Working,Married,4,0.1001,33.89
13500,Working,Married,24,0.1222,148.28
13500,Working,Married,6,0.138,177.22
13500,Commercial associate,Married,21,0.1096,176.69
13500,Commercial associate,Married,12,832,138.54
20250,Commercial associate,Married,30,832,94.46
20250,Commercial associate,Married,24,0.1222,246.57
20250,Commercial associate,Married,6,0.1254,66.95
20250,Commercial associate,Married,48,0.1128,39.45
9000,State servant,Married,12,0.1033,110.24
9000,State servant,Married,12,0.1286,162.25
9000,State servant,Married,24,0.1475,221.08
9000,State servant,Married,12,768,187.14
9000,State servant,Married,6,0.1601,109.01
9000,State servant,Married,24,0.1128,197.23
9000,State servant,Married,18,0.1254,187.45
9000,State servant,Married,6,863,134.42
9000,State servant,Married,12,0.1191,116.1
31500,Commercial associate,Married,30,0.1096,75.26
31500,Commercial associate,Married,24,97,38.56
31500,Commercial associate,Married,9,0.1096,175.06
22500,Working,Married,60,0.1507,260.25
22500,Working,Married,24,0.1159,188.21
22500,Working,Married,12,0.1317,212.79
22500,Working,Married,15,0.1222,236.57
22500,Working,Married,11,0.1507,173.5
22500,Working,Married,12,0.1128,165.18
22500,Working,Married,24,0.1128,236.68
22500,Working,Married,18,97,57.83
22500,Working,Married,12,0.1001,216.23
22500,Working,Married,10,832,78.72
22500,Working,Married,15,0.1317,238.13
22500,Working,Married,36,0.1191,165.86
22500,Working,Married,24,0.1033,226.96
22500,Working,Married,14,0.1128,65.75
22500,Working,Married,24,0.1475,138.18
22500,Working,Married,18,0.1128,73.14
24750,State servant,Married,12,0.1096,121.89
24750,State servant,Married,48,0.1159,206.37
24750,State servant,Married,48,0.1286,107.61
6750,Working,Civil marriage,30,0.1317,168.88
6750,Working,Civil marriage,9,832,135.39
56250,Working,Married,18,832,50.38
56250,Working,Married,12,0.1191,87.91
56250,Working,Married,6,0.1191,169.18
56250,Working,Married,24,0.1412,167.76
56250,Working,Married,15,0.1633,264.91
56250,Working,Married,12,97,44.18
56250,Working,Married,18,0.1191,201.52
56250,Working,Married,15,97,76.31
56250,Working,Married,24,0.1475,259.08
56250,Working,Married,47,0.1033,180.76
56250,Working,Married,48,0.1633,105.97
56250,Working,Married,48,0.1096,185.69
56250,Working,Married,12,0.1191,216.45
56250,Working,Married,24,0.1222,193.26
56250,Working,Married,12,0.1286,50.44
56250,Working,Married,36,0.1096,113.71
56250,Working,Married,24,0.1096,110.43
56250,Working,Married,42,0.1096,185.69
56250,Working,Married,48,0.1033,109.43
56250,Working,Married,48,0.1222,145.78
56250,Working,Married,12,832,174.74
56250,Working,Married,10,0.1222,79.97
56250,Working,Married,18,832,47.23
56250,Working,Married,21,0.1222,165.77
12600,Pensioner,Married,6,0.1696,135.41
12600,Pensioner,Married,36,0.1191,116.1
12600,Pensioner,Married,24,0.1096,110.43
12600,Pensioner,Married,10,8,159.82
12600,Pensioner,Married,48,0.1146,263.66
12600,Pensioner,Married,6,0.1159,194.82
12600,Pensioner,Married,30,0.1001,69.39
12600,Pensioner,Married,12,0.1538,243.97
12600,Pensioner,Married,8,768,96.69
12600,Pensioner,Married,9,0.1128,218.6
9900,Working,Singlenot married,48,0.1033,180.76
9900,Working,Singlenot married,24,832,141.68
9900,Working,Singlenot married,24,832,174.74
13500,Commercial associate,Married,12,0.1128,139.71
13500,Commercial associate,Married,4,0.1128,167.65
13500,Commercial associate,Married,36,0.1159,158.5
13500,Commercial associate,Married,12,832,135.39
13500,Commercial associate,Married,24,737,31.???
18900,Commercial associate,Married,12,0.1254,226.78
18900,Commercial associate,Married,15,0.1221,566.36
18900,Commercial associate,Married,30,8,184.89
15750,Pensioner,Married,24,0.1159,138.68
15750,Pensioner,Married,24,0.138,236.86
15750,Pensioner,Married,18,0.1033,64.85
15750,Pensioner,Married,18,863,110.7
11250,Commercial associate,Married,8,0.1096,147.24
11250,Commercial associate,Married,12,0.1001,157.33
11250,Commercial associate,Married,24,0.1128,94.51
11250,Commercial associate,Married,36,0.1412,191.73
11250,Commercial associate,Married,6,863,237.21
11250,Commercial associate,Married,24,832,110.2
11250,Commercial associate,Married,18,0.1128,156.14
11250,Commercial associate,Married,60,863,159.73
13500,Commercial associate,Married,48,0.1128,172.58
13500,Commercial associate,Married,24,0.138,81.8
13500,Commercial associate,Married,6,0.1159,80.9
13500,Commercial associate,Married,13,0.1349,254.48
13500,Commercial associate,Married,15,0.1128,200.52
13500,Commercial associate,Married,24,0.1286,184.95
21600,Pensioner,Married,10,0.1159,247.65
21600,Pensioner,Married,24,768,65.5
21600,Pensioner,Married,21,0.1128,32.88
21600,Pensioner,Married,18,0.1286,92.48
21600,Pensioner,Married,18,0.1304,219.14
21600,Pensioner,Married,10,8,156.69
21600,Pensioner,Married,15,768,124.76
21600,Pensioner,Married,13,0.1001,242.04
21600,Pensioner,Married,24,0.1033,129.69
21600,Pensioner,Married,6,0.1096,245.4
21600,Pensioner,Married,9,0.1412,102.71
21600,Pensioner,Married,9,0.1272,59.57
21600,Pensioner,Married,9,0.1051,136.54
21600,Pensioner,Married,18,0.1146,98.88
21600,Pensioner,Married,12,0.1209,156.31
21600,Pensioner,Married,10,0.1083,146.97
21600,Pensioner,Married,24,0.1178,99.33
21600,Pensioner,Married,12,0.1051,243.81
21600,Pensioner,Married,36,0.1083,163.3
21600,Pensioner,Married,12,0.1241,172.07
21600,Pensioner,Married,30,0.1051,243.81
21600,Pensioner,Married,18,0.1588,245.69
21600,Pensioner,Married,12,907,238.75
21600,Pensioner,Married,12,0.102,242.71
32850,Commercial associate,Married,6,907,210.1
32850,Commercial associate,Married,18,0.1083,244.94
32850,Commercial associate,Married,12,907,191
12600,Working,Singlenot married,18,832,47.23
18000,State servant,Married,18,0.102,97.09
18000,State servant,Married,36,0.1272,251.7
31050,State servant,Singlenot married,18,0.1114,156.65
31050,State servant,Singlenot married,36,0.1336,338.68
12600,Commercial associate,Married,18,907,229.2
12600,Commercial associate,Married,10,0.1146,411.97
6750,Working,Separated,60,0.1557,244.62
9000,Commercial associate,Singlenot married,60,0.1304,252.85
9000,Commercial associate,Singlenot married,48,938,335.76
9000,Commercial associate,Singlenot married,18,0.1178,380.76
9000,Commercial associate,Singlenot married,7,0.1304,182.06
15750,Working,Separated,36,8,297.7
15750,Working,Separated,6,938,383.73
15750,Working,Separated,20,0.1493,865.78
15750,Working,Separated,18,0.1209,299.32
15750,Working,Separated,22,938,359.74
15750,Working,Separated,12,0.1146,197.75
15750,Working,Separated,30,768,124.77
27000,Pensioner,Married,18,0.1462,861.99
27000,Pensioner,Married,18,938,172.68
27000,Pensioner,Married,18,0.1178,248.32
27000,Pensioner,Married,15,0.1209,598.64
27000,Pensioner,Married,9,0.1272,536.11
27000,Pensioner,Married,18,0.1367,236.43
27000,Pensioner,Married,12,0.1178,178.8
27000,Pensioner,Married,36,907,159.17
27000,Pensioner,Married,6,963,32.1
27000,Pensioner,Married,9,0.1114,820.13
27000,Pensioner,Married,39,0.1304,384.34
27000,Pensioner,Married,12,8,256.96
27000,Pensioner,Married,36,0.1178,264.88
54000,Commercial associate,Married,12,0.1051,266
54000,Commercial associate,Married,24,0.1178,165.55
54000,Commercial associate,Married,18,6,216.38
54000,Commercial associate,Married,18,768,31.19
54000,Commercial associate,Married,24,0.1241,517.87
54000,Commercial associate,Married,14,0.1083,215.55
54000,Commercial associate,Married,18,0.1241,334.11
54000,Commercial associate,Married,24,0.1241,233.88
54000,Commercial associate,Married,24,768,109.17
22500,Working,Married,15,0.1367,816.43
22500,Working,Married,24,0.102,161.81
22500,Working,Married,12,0.1083,489.88
22500,Working,Married,24,0.1178,215.22
20250,Pensioner,Married,33,0.1241,200.47
20250,Pensioner,Married,12,0.1304,202.28
20250,Pensioner,Married,10,8,313.37
20250,Pensioner,Married,24,0.1083,81.65
20250,Pensioner,Married,36,0.1336,203.21
20250,Pensioner,Married,12,0.1367,489.86
20250,Pensioner,Married,18,0.102,177.99
20250,Pensioner,Married,21,0.1178,595.97
20250,Pensioner,Married,18,0.102,275.07
20250,Pensioner,Married,15,0.1241,501.16
20250,Pensioner,Married,12,0.1051,325.08
20250,Pensioner,Married,12,0.1146,329.57
20250,Pensioner,Married,21,0.1146,197.75
27000,Working,Separated,12,0.1146,329.57
27000,Working,Separated,18,0.1209,338
27000,Working,Separated,28,0.1462,517.2
27000,Working,Separated,18,938,191.87
27000,Working,Separated,9,0.1557,698.91
6750,Working,Married,18,0.1051,162.54
6750,Working,Married,5,0.1083,391.9
6750,Working,Married,24,0.1114,328.06
6750,Working,Married,6,0.102,485.42
6750,Working,Married,24,0.1304,505.7
6750,Working,Married,9,0.1304,134.86
6750,Working,Married,12,0.1304,674.27
6750,Working,Married,6,0.1146,329.57
6750,Working,Married,24,0.1178,496.64
6750,Working,Married,42,0.1126,336.03
6750,Working,Married,12,0.1493,346.32
6750,Working,Married,12,0.1083,653.17
18000,Working,Married,12,0.1241,260.61
18000,Working,Married,20,0.1442,206.3
9000,Pensioner,Married,12,907,318.33
9000,Pensioner,Married,48,0.1051,243.81
9000,Pensioner,Married,9,0.102,161.81
9000,Pensioner,Married,36,0.1367,110.56
9000,Pensioner,Married,7,0.102,58.26
9000,Pensioner,Married,12,0.1114,492.08
9000,Pensioner,Married,15,0.1367,748.39
9000,Pensioner,Married,36,0.1051,747.67
9000,Pensioner,Married,6,0.1178,529.75
9000,Pensioner,Married,12,0.1241,400.93
9000,Pensioner,Married,24,0.1493,519.47
20250,Pensioner,Married,24,0.1051,126.78
20250,Pensioner,Married,24,8,125.35
20250,Pensioner,Married,11,0.1083,246.57
20250,Pensioner,Married,12,0.1083,261.27
20250,Pensioner,Married,6,0.1493,346.32
20250,Pensioner,Married,18,0.1148,725.31
20250,Pensioner,Married,36,0.102,485.42
15750,Working,Married,15,938,207.85
15750,Working,Married,12,0.1178,331.1
15750,Working,Married,12,0.1272,302.04
17100,Student,Married,18,0.1051,266
17100,Student,Married,24,0.1051,165.79
17100,Student,Married,24,0.1272,268.48
17100,Student,Married,48,907,95.5
17100,Student,Married,33,0.102,103.56
17100,Student,Married,24,0.1399,418
17100,Student,Married,24,0.1146,79.1
17100,Student,Married,6,0.1178,331.1
15750,Working,Married,9,0.1241,559.63
15750,Working,Married,6,0.1146,49.44
15750,Working,Married,18,0.1525,869.7
67500,State servant,Married,18,0.1114,262.45
67500,State servant,Married,39,0.1367,217.72
67500,State servant,Married,24,8,344.71
67500,State servant,Married,12,0.1083,440.89
13500,Commercial associate,Civil marriage,15,0.1083,620.51
13500,Commercial associate,Civil marriage,12,0.1367,326.57
13500,Commercial associate,Civil marriage,24,0.1272,503.39
31500,Working,Married,30,0.1399,307.56
31500,Working,Married,15,0.143,411.89
31500,Working,Married,12,0.1442,515.74
31500,Working,Married,6,907,222.83
31500,Working,Married,12,0.143,274.59
11250,Pensioner,Married,24,0.1426,411.67
11250,Pensioner,Married,10,0.1146,823.93
11250,Pensioner,Married,6,0.1304,269.71
11250,Pensioner,Married,12,0.1241,185.43
11250,Pensioner,Married,27,8,313.37
11250,Pensioner,Married,6,0.1083,308.63
27000,State servant,Married,6,0.143,34.33
27000,State servant,Married,12,0.1304,185.43
27000,State servant,Married,24,0.1525,556.61
27000,State servant,Married,36,0.1083,293.93
20250,Working,Married,24,0.1209,232.81
20250,Working,Married,18,0.1272,335.6
20250,Working,Married,6,0.1114,98.42
20250,Working,Married,24,0.1367,340.18
20250,Working,Married,36,0.1146,184.56
9000,Working,Separated,9,0.1051,195.05
13500,Working,Singlenot married,24,0.1178,49.67
13500,Working,Singlenot married,24,0.1146,273.55
15750,Commercial associate,Married,10,0.1051,174.73
15750,Commercial associate,Married,15,0.1083,78.38
15750,Commercial associate,Married,15,0.1241,267.29
15750,Commercial associate,Married,24,0.1272,293.65
15750,Commercial associate,Married,39,0.1399,854.32
15750,Commercial associate,Married,12,8,156.69
15750,Commercial associate,Married,36,0.1114,275.57
11250,Working,Married,15,0.1146,329.57
11250,Working,Married,12,0.1399,340.88
11250,Working,Married,24,0.1241,267.29
45000,Working,Married,6,8,150.42
45000,Working,Married,6,0.1241,60.14
45000,Working,Married,36,0.1114,255.88
45000,Working,Married,6,0.1399,512.6
45000,Working,Married,6,0.1146,467.99
45000,Working,Married,24,0.1367,136.08
45000,Working,Married,18,768,187.14
45000,Working,Married,48,0.1083,685.83
45000,Working,Married,24,0.1557,244.62
45000,Working,Married,18,907,318.33
45000,Working,Married,26,0.1114,196.84
45000,Working,Married,15,0.1083,52.26
45000,Working,Married,4,0.1114,524.89
45000,Working,Married,36,0.1178,231.77
7650,Pensioner,Civil marriage,6,0.1347,508.84
7650,Pensioner,Civil marriage,36,0.1083,244.94
7650,Pensioner,Civil marriage,15,0.1083,78.38
9000,Working,Married,12,0.1241,167.06
13500,Working,Married,24,0.1367,179
13500,Working,Married,24,0.1114,475.68
13500,Working,Married,21,0.1272,134.24
13500,Working,Married,6,0.1493,242.42
13500,Working,Married,18,768,93.57
31500,Commercial associate,Separated,48,0.1336,711.22
31500,Commercial associate,Separated,18,0.1178,662.19
31500,Commercial associate,Separated,12,0.1178,245
31500,Commercial associate,Separated,24,938,425.3
31500,Commercial associate,Separated,30,0.1399,222.13
31500,Commercial associate,Separated,18,0.1392,682.74
31500,Commercial associate,Separated,12,0.1904,458.46
31500,Commercial associate,Separated,24,0.1209,249.43
31500,Commercial associate,Separated,24,0.1336,338.68
31500,Commercial associate,Separated,24,8,142.59
31500,Commercial associate,Separated,12,768,93.57
31500,Commercial associate,Separated,48,907,318.33
13500,Commercial associate,Married,12,0.1178,198.66
13500,Commercial associate,Married,6,0.1051,266
13500,Commercial associate,Married,48,0.1399,418
13500,Commercial associate,Married,12,0.1557,314.51
13500,Commercial associate,Married,9,0.1114,278.85
12150,Working,Married,12,0.1336,101.61
12150,Working,Married,18,907,152.8
12150,Working,Married,21,0.1146,430.92
12150,Working,Married,24,0.1209,399.09
12150,Working,Married,18,0.1114,303.45
12150,Working,Married,24,0.1367,748.39
12150,Working,Married,24,0.1241,614.76
12150,Working,Married,6,0.1051,496.55
12150,Working,Married,36,0.1051,48.77
12150,Working,Married,24,0.1146,59.33
12150,Working,Married,24,0.1872,876.36
24750,Working,Married,12,0.102,161.81
24750,Working,Married,24,0.1146,164.79
24750,Working,Married,48,0.102,77.67
24750,Working,Married,48,0.1209,332.58
7200,Commercial associate,Married,24,0.1146,197.75
7200,Commercial associate,Married,30,0.1146,494.36
13500,Working,Married,24,0.1367,217.72
13500,Working,Married,15,0.162,211.54
18000,Working,Married,9,0.1272,201.36
18000,Working,Married,15,0.1493,346.32
18000,Working,Married,12,0.1051,173.11
18000,Working,Married,24,907,458.39
18000,Working,Married,36,938,351.75
18000,Working,Married,24,0.1588,491.37
11250,Pensioner,Married,18,0.1114,177.97
11250,Pensioner,Married,12,0.1304,674.27
11250,Pensioner,Married,9,0.1367,340.18
11250,Pensioner,Married,36,0.1209,199.55
11250,Pensioner,Married,12,737,93.14
11250,Pensioner,Married,18,0.1336,846.7
24750,Commercial associate,Married,9,0.1493,83.12
24750,Commercial associate,Married,12,0.1146,381.48
9000,Working,Married,18,0.1083,212.28
9000,Working,Married,12,0.1399,273.39
9000,Working,Married,12,0.1146,121.95
9000,Working,Married,24,0.1557,419.35
9000,Working,Married,21,0.1051,382.78
9000,Working,Married,24,0.1379,170.38
9000,Working,Married,24,0.1083,374.76
6525,Pensioner,Widow,6,0.1083,146.97
6525,Pensioner,Widow,24,0.102,339
6525,Pensioner,Widow,24,0.1083,391.9
6525,Pensioner,Widow,18,0.1209,432.35
6525,Pensioner,Widow,24,768,93.57
6525,Pensioner,Widow,7,0.1588,526.47
6525,Pensioner,Widow,9,0.102,194.17
18450,Working,Married,24,938,175.88
9000,Working,Civil marriage,36,0.1241,334.11
9000,Working,Civil marriage,10,0.102,323.62
9000,Working,Civil marriage,24,0.1114,82.02
10350,Pensioner,Married,24,0.1241,668.21
10350,Pensioner,Married,36,0.1715,535.92
10350,Pensioner,Married,18,938,191.87
10350,Pensioner,Married,15,0.1083,39.19
10350,Pensioner,Married,12,0.1178,49.67
18000,Working,Singlenot married,10,0.1178,165.55
18000,Working,Singlenot married,21,0.1114,656.11
18000,Working,Singlenot married,24,0.1051,399
18000,Working,Singlenot married,18,0.1221,832.88
18000,Working,Singlenot married,48,0.1367,204.11
18000,Working,Civil marriage,60,0.1525,347.88
18000,Working,Civil marriage,6,0.1557,270.83
18000,Working,Civil marriage,30,0.1272,167.8
18000,Working,Civil marriage,12,0.1241,668.21
18000,Working,Civil marriage,21,8,156.69
18000,Working,Civil marriage,18,0.1114,328.06
18000,Working,Civil marriage,48,0.1178,99.33
18000,Working,Civil marriage,12,0.1209,323.43
18000,Working,Civil marriage,18,0.1209,399.09
18000,Pensioner,Married,15,768,155.95
18000,Pensioner,Married,6,938,230.24
18000,Pensioner,Married,9,0.1304,674.27
15750,Pensioner,Married,42,0.1083,483.35
6750,Working,Married,9,0.1209,399.09
6750,Working,Married,24,938,159.89
11250,Working,Married,18,0.1209,359.18
11250,Working,Married,15,0.1336,677.36
11250,Working,Married,9,0.1304,202.28
11250,Working,Married,24,0.1304,536.05
11250,Working,Married,12,938,431.69
11250,Working,Married,24,8,78.35
18000,Working,Singlenot married,60,0.143,293.47
27000,Working,Married,12,0.1241,160.38
27000,Working,Married,42,0.1178,297.99
27000,Working,Married,18,0.1272,167.8
27000,Working,Married,15,907,305.6
27000,Working,Married,15,0.1588,526.47
27000,Working,Married,24,8,159.82
27000,Working,Married,18,0.1051,117.03
27000,Working,Married,36,0.1272,588.13
27000,Working,Married,30,938,204.66
27000,Working,Married,12,0.1367,102.06
27000,Working,Married,24,0.1568,493
27000,Working,Married,12,938,399.72
18000,Working,Married,48,0.1083,594.39
18000,Working,Married,12,0.1304,107.89
18000,Working,Married,24,0.1178,529.75
18000,Working,Married,36,988,322.11
18000,Working,Married,24,0.1083,45.73
18000,Working,Married,14,0.1557,681.43
18000,Working,Married,12,0.1083,293.93
15750,Working,Civil marriage,48,0.1126,197.18
15750,Working,Civil marriage,30,0.102,233.01
15750,Working,Civil marriage,18,0.143,411.89
15750,Working,Civil marriage,12,0.1083,326.59
22500,Working,Civil marriage,12,0.1272,536.95
18900,Working,Married,21,0.102,323.62
18900,Working,Married,6,0.1146,229.06
29250,Working,Married,6,0.1209,332.58
29250,Working,Married,24,0.1209,399.09
29250,Working,Married,30,0.1272,687.13
29250,Working,Married,48,907,222.83
29250,Working,Married,12,0.1178,662.19
29250,Working,Married,30,938,447.68
29250,Working,Married,24,0.1178,165.55
29250,Working,Married,36,0.1336,677.36
29250,Working,Married,60,0.102,388.34
9900,Working,Singlenot married,6,0.1146,230.7
9900,Working,Singlenot married,21,0.1525,869.7
9900,Working,Singlenot married,30,0.1715,571.64
20250,Commercial associate,Civil marriage,24,938,207.85
20250,Commercial associate,Civil marriage,72,938,255.82
20250,Commercial associate,Civil marriage,24,0.1221,199.89
20250,Commercial associate,Civil marriage,18,0.1209,399.09
29250,Commercial associate,Married,6,8,225.62
29250,Commercial associate,Married,12,0.1253,66.94
29250,Commercial associate,Married,15,0.1062,423.28
29250,Commercial associate,Married,24,0.1746,897.06
29250,Commercial associate,Married,36,0.1209,282.69
29250,Commercial associate,Married,60,0.1367,179
29250,Commercial associate,Married,10,0.1083,458.85
20250,Working,Married,36,938,383.73
20250,Working,Married,9,932,319.47
20250,Working,Married,12,0.1304,94.4
20250,Working,Married,15,0.1241,668.21
18000,Working,Married,15,0.1178,827.74
18000,Working,Married,24,0.1178,551.28
18000,Working,Married,6,0.1304,236
18000,Working,Married,24,0.1146,202.69
13500,Working,Married,6,907,41.39
13500,Working,Married,12,0.1051,133
13500,Working,Married,12,938,207.85
13500,Working,Married,18,0.1272,590.65
13500,Working,Married,15,8,62.68
13500,Working,Married,12,0.1189,59.7
13500,Working,Married,48,0.1442,515.74
13500,Working,Married,24,0.1411,718.81
13500,Working,Married,30,0.1253,234.27
13500,Working,Married,27,0.1221,273.19
13500,Working,Married,15,0.1505,520.37
13500,Working,Married,48,0.1316,594.36
13500,Working,Married,12,0.1221,399.78
15750,Working,Civil marriage,9,768,77.98
15750,Working,Civil marriage,9,938,306.98
15750,Working,Civil marriage,18,0.16,377.95
15750,Working,Civil marriage,6,0.1411,171.15
15750,Working,Civil marriage,21,932,89.46
15750,Working,Civil marriage,9,0.1189,49.75
15750,Working,Civil marriage,60,0.1221,266.52
15750,Working,Married,30,932,319.47
15750,Working,Married,30,0.1158,305.38
15750,Working,Married,18,963,192.57
15750,Working,Married,24,932,402.53
15750,Working,Married,20,0.1221,69.97
6750,Pensioner,Married,9,932,127.79
6750,Pensioner,Married,6,0.1284,134.48
6750,Pensioner,Married,12,0.1189,248.73
6750,Pensioner,Married,9,0.1158,226.97
6750,Pensioner,Married,27,0.1379,340.76
6750,Pensioner,Married,6,0.1316,709.18
6750,Pensioner,Married,15,0.1158,184.88
16200,Pensioner,Married,18,0.1158,247.61
16200,Pensioner,Married,48,0.1442,34.39
16200,Pensioner,Married,24,0.1095,294.43
11250,Working,Singlenot married,24,932,235.61
11250,Working,Singlenot married,24,0.1442,84.24
11250,Working,Singlenot married,8,0.1568,422
11250,Working,Singlenot married,24,963,160.48
13500,Working,Singlenot married,4,0.1158,215.42
13500,Working,Singlenot married,36,0.1253,334.67
13500,Working,Singlenot married,24,0.1253,100.4
13500,Working,Singlenot married,18,963,102.71
13500,Working,Singlenot married,6,0.1284,268.95
13500,Working,Singlenot married,30,0.1347,805.67
13500,Working,Singlenot married,24,0.1221,168.24
13500,Working,Singlenot married,10,0.1695,712.54
36000,Working,Married,21,0.1505,416.3
13500,Working,Married,24,0.1221,185.74
13500,Working,Married,39,963,288.85
13500,Working,Married,13,0.1221,169.91
15750,Commercial associate,Married,15,0.1505,693.83
15750,Commercial associate,Married,12,0.1442,446.98
15750,Commercial associate,Married,21,0.1221,79.96
16515,Pensioner,Married,15,0.1221,45.81
16515,Pensioner,Married,6,8,62.68
33750,Working,Married,18,0.1568,352
33750,Working,Married,12,0.1126,200.47
33750,Working,Married,30,0.1442,240.68
33750,Working,Married,12,0.1284,645.47
33750,Working,Married,24,0.1411,513.44
9900,Working,Married,6,788,350.34
9900,Working,Married,15,0.1284,67.24
9900,Working,Married,24,963,32.1
9900,Working,Married,12,8,313.37
9900,Working,Married,15,932,159.74
9900,Working,Married,18,0.1221,333.15
4500,State servant,Married,12,0.1189,232.15
4500,State servant,Married,21,0.16,316.42
27000,Working,Married,24,0.1568,282
27000,Working,Married,12,0.1505,277.53
27000,Working,Married,30,0.1253,836.66
27000,Working,Married,10,0.1221,266.52
27000,Working,Married,12,0.1221,159.92
27000,Working,Married,12,0.1126,328.64
27000,Working,Married,24,0.1158,264.11
27000,Working,Married,36,0.1474,345.37
13500,Working,Married,21,0.1316,253.28
13500,Working,Married,24,0.1411,342.29
13500,Working,Married,12,0.1126,326.99
13500,Working,Married,24,0.1158,396.17
13500,Working,Married,36,932,319.47
13500,Working,Married,18,963,239.91
13500,Working,Married,36,963,327.37
13500,Working,Married,18,0.1316,101.32
13500,Working,Married,39,0.1221,49.98
6750,Commercial associate,Married,24,0.1095,235.54
6750,Commercial associate,Married,12,0.1695,97.98
6750,Commercial associate,Married,12,0.1347,339.23
6750,Commercial associate,Married,20,0.1126,328.64
6750,Commercial associate,Married,18,0.1126,328.64
6750,Commercial associate,Married,22,0.1284,840.45
27000,Working,Married,48,0.1474,345.37
27000,Working,Married,48,963,320.95
27000,Working,Married,40,0.1126,328.64
27000,Working,Married,21,0.1158,280.62
27000,Working,Married,24,0.1095,261.71
